code;url;product_name;brands;stores;nutrition_grade_fr;main_category_fr;countries_fr;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;image_url;image_small_url;last_modified_t
3222474410704;http://world-fr.openfoodfacts.org/produit/3222474410704/casino-barres-fruits-rouges;Casino barres fruits rouges;Casino;Géant;d;Biscuits;France;1596.0;5.5;76.0;50.0;4.0;4.0;0.508;http://fr.openfoodfacts.org/images/products/322/247/441/0704/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/441/0704/front.7.200.jpg;1369260467
3222474972516;http://world-fr.openfoodfacts.org/produit/3222474972516/tartelettes-citron-a-la-farine-d-epeautre-casino;Tartelettes citron à la farine d'épeautre;Casino;Géant Casino;e;Biscuits;France;1808.0;15.0;67.0;43.0;3.4;5.1;0.127;http://fr.openfoodfacts.org/images/products/322/247/497/2516/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/497/2516/front.7.200.jpg;1405108967
3222475049941;http://world-fr.openfoodfacts.org/produit/3222475049941/chips-saveur-wasabi-casino;Chips saveur wasabi;Casino;Casino;c;Chips et frites;France;2257.0;34.0;50.0;2.0;5.0;6.4;1.524;http://fr.openfoodfacts.org/images/products/322/247/504/9941/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/504/9941/front.8.200.jpg;1503863506
3222475123603;http://world-fr.openfoodfacts.org/produit/3222475123603/sables-chocolat-au-lait-casino;Sablés chocolat au lait;Casino;Spar;e;Biscuits;France;2065.0;23.0;61.0;28.0;3.0;9.0;0.6858;http://fr.openfoodfacts.org/images/products/322/247/512/3603/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/512/3603/front.5.200.jpg;1490623433
3222475124624;http://world-fr.openfoodfacts.org/produit/3222475124624/chips-bio-fines-et-croustillantes-casino-bio;Chips bio fines et croustillantes;Casino Bio,Casino;casino;c;Chips et frites;France;2268.0;35.0;49.0;0.5;5.5;5.0;1.3;http://fr.openfoodfacts.org/images/products/322/247/512/4624/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/512/4624/front.3.200.jpg;1477138987
3222475152016;http://world-fr.openfoodfacts.org/produit/3222475152016/biscuits-pruneau-et-figue-casino;Biscuits Pruneau et Figue;Casino;Casino;c;Biscuits;France;1795.0;13.0;66.0;22.0;8.9;7.6;0.7366;http://fr.openfoodfacts.org/images/products/322/247/515/2016/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/515/2016/front.7.200.jpg;1424636021
3222475207969;http://world-fr.openfoodfacts.org/produit/3222475207969/biscuits-panda-parfum-vanille-choco-les-doodingues-de-casino;Biscuits panda parfum vanille choco;Les doodingues de casino;Casino;e;Biscuits;France;2001.0;20.0;68.0;25.0;0.0;6.2;0.32;;;1443980233
3222475209796;http://world-fr.openfoodfacts.org/produit/3222475209796/bat-o-choc-chocolat-au-lait-casino;Bat'o choc chocolat au lait;Casino;Casino;e;Biscuits;France;2090.0;24.0;64.0;39.0;;6.7;0.68;http://fr.openfoodfacts.org/images/products/322/247/520/9796/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/520/9796/front.8.200.jpg;1425001352
3222475299643;http://world-fr.openfoodfacts.org/produit/3222475299643/tuiles-gout-bacon-casino;Tuiles goût bacon;Casino;Casino;c;Chips et frites;France;2176.0;27.0;63.0;5.5;3.5;4.5;1.21;http://fr.openfoodfacts.org/images/products/322/247/529/9643/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/529/9643/front.8.200.jpg;1496348143
3222475415647;http://world-fr.openfoodfacts.org/produit/3222475415647/gouters-ronds-parfum-choco-casino;Goûters ronds parfum choco;Casino;Géant;e;Biscuits;France;2000.0;18.0;70.5;31.8;3.41;6.36;0.47700000000000004;http://fr.openfoodfacts.org/images/products/322/247/541/5647/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/541/5647/front.7.200.jpg;1504300167
3222475415845;http://world-fr.openfoodfacts.org/produit/3222475415845/mini-gouters-ronds-parfum-choco-casino;Mini goûters ronds parfum choco;Casino,Les doodingues;;e;Biscuits;France;2054.0;22.0;65.0;31.0;3.3;6.6;0.58;http://fr.openfoodfacts.org/images/products/322/247/541/5845/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/541/5845/front.6.200.jpg;1499790862
3222475417238;http://world-fr.openfoodfacts.org/produit/3222475417238/gouters-ronds-parfum-choco-casino;Goûters ronds parfum choco;Casino;Géant;e;Biscuits;France;2000.0;18.0;70.5;31.8;3.41;6.36;0.47700000000000004;http://fr.openfoodfacts.org/images/products/322/247/541/7238/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/541/7238/front.8.200.jpg;1475168362
3222475424618;http://world-fr.openfoodfacts.org/produit/3222475424618/barres-coeur-gout-choco-les-doodingues;Barres coeur gout choco;Les Doodingues,Casino;Casino;e;Biscuits;France;2117.0;26.0;59.0;33.0;3.0;7.5;0.5;http://fr.openfoodfacts.org/images/products/322/247/542/4618/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/542/4618/front.9.200.jpg;1426691167
3222475425950;http://world-fr.openfoodfacts.org/produit/3222475425950/chips-a-l-ancienne-casino;Chips à l'ancienne ;Casino;;c;Chips et frites;France;2308.0;37.0;48.0;0.7;4.7;5.0;1.3;http://fr.openfoodfacts.org/images/products/322/247/542/5950/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/542/5950/front.3.200.jpg;1488970125
3222475426315;http://world-fr.openfoodfacts.org/produit/3222475426315/les-doodingues-casino;Les Doodingues;Casino;Casino;d;Biscuits;France;1976.0;19.0;66.0;26.0;4.0;7.0;1.0;http://fr.openfoodfacts.org/images/products/322/247/542/6315/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/542/6315/front.7.200.jpg;1461231887
3222475439841;http://world-fr.openfoodfacts.org/produit/3222475439841/sables-nappes-choco-lait-les-doodingues;Sablés nappés choco lait;Les Doodingues,Casino;Vival;e;Biscuits;France;2142.0;25.0;65.0;29.0;;6.6;0.51054;http://fr.openfoodfacts.org/images/products/322/247/543/9841/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/543/9841/front.7.200.jpg;1395166968
3222475441677;http://world-fr.openfoodfacts.org/produit/3222475441677/croquant-de-cordes-aux-eclats-d-amandes-casino;Croquant de Cordes aux Éclats d'Amandes;Casino;Casino;d;Biscuits;France;1958.0;15.0;75.0;64.0;;8.2;0.08;;;1502460833
3222475442674;http://world-fr.openfoodfacts.org/produit/3222475442674/gouters-fourres-cacao-maigre-casino;Goûters Fourrés Cacao Maigre;Casino,Casino Bio;Casino;d;Biscuits;France;2014.0;19.0;67.0;33.0;3.2;8.6;0.57;;;1493670546
3222475512155;http://world-fr.openfoodfacts.org/produit/3222475512155/sables-coeur-pomme-facon-tatin-casino;Sablés Cœur Pomme Façon Tatin ;Casino;Casino;e;Biscuits;France;1970.0;21.0;65.0;28.0;;5.2;0.73;http://fr.openfoodfacts.org/images/products/322/247/551/2155/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/551/2155/front.3.200.jpg;1489317959
3222475626722;http://world-fr.openfoodfacts.org/produit/3222475626722/petit-beurre-bio-casino;Petit beurre Bio;Casino;Casino;e;Biscuits;France;2138.0;26.0;62.0;35.0;;7.2;0.58928;http://fr.openfoodfacts.org/images/products/322/247/562/6722/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/562/6722/front.5.200.jpg;1414945425
3222475652400;http://world-fr.openfoodfacts.org/produit/3222475652400/casino-easy-frites-croustillantes;Casino easy  frites croustillantes;Casino;Casino;a;Chips et frites;France;1331.0;13.0;43.0;0.7;7.8;3.4;0.2;;;1503485558
3222475706059;http://world-fr.openfoodfacts.org/produit/3222475706059/casino;Casino;Casino,Vitalité;Casino;c;Biscuits;France;1895.0;16.0;61.0;17.0;4.4;14.0;0.7;;;1500900994
3222475718908;http://world-fr.openfoodfacts.org/produit/3222475718908/tuiles-gout-epice-casino;Tuiles Goût Épicé;Casino;Géant;c;Chips et frites;France;2195.0;28.0;62.0;5.0;4.0;4.3;1.2;;;1510161866
3222475733673;http://world-fr.openfoodfacts.org/produit/3222475733673/biscuits-cacaotes-tout-ronds-casino;Biscuits Cacaotés tout ronds;Casino;Casino;e;Biscuits;France;1973.0;19.0;70.0;34.0;;4.7;0.83;http://fr.openfoodfacts.org/images/products/322/247/573/3673/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/573/3673/front.6.200.jpg;1499863580
3222475747137;http://world-fr.openfoodfacts.org/produit/3222475747137/chips-coupe-epaisse-nature-avec-peau-casino;Chips coupe épaisse nature avec peau;Casino;;c;Chips et frites;France;2132.0;29.0;54.0;0.8;4.9;6.0;1.0;;;1499285131
3222475747151;http://world-fr.openfoodfacts.org/produit/3222475747151/chips-coupe-epaisse-poivre-casino;Chips Coupe Épaisse Poivre;Casino;Casino;c;Chips et frites;France;2138.0;29.0;54.0;0.8;4.9;6.0;1.3;;;1509889587
3222475752599;http://world-fr.openfoodfacts.org/produit/3222475752599/biscuits-petit-dejeuner-cereales-et-pepies-de-chocolat-casino;Biscuits Petit déjeuner céréales et pépies de chocolat;Casino;;d;Biscuits;France;2033.0;22.0;61.0;29.0;5.6;8.0;0.54;;;1494920013
3222475752605;http://world-fr.openfoodfacts.org/produit/3222475752605/biscuits-petit-dejeuner-cereales-et-fruits-rouges-casino;Biscuits Petit déjeuner céréales et fruits rouges;Casino;;d;Biscuits;France;1900.0;15.0;71.0;31.0;3.7;6.4;0.49;;;1472922068
3222475931628;http://world-fr.openfoodfacts.org/produit/3222475931628/special-potatoes-casino;Spécial potatoes;Casino;Géant;a;Chips et frites;France;603.0;5.0;21.0;0.0;2.5;2.4;0.64;http://fr.openfoodfacts.org/images/products/322/247/593/1628/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/593/1628/front.7.200.jpg;1446395443
3222475983498;http://world-fr.openfoodfacts.org/produit/3222475983498/crackers-3-graines-casino-bio;Crackers 3 graines;Casino Bio;;c;Biscuits;France;1908.0;20.0;50.0;3.0;10.0;14.0;1.9;;;1469384985
3222475985409;http://world-fr.openfoodfacts.org/produit/3222475985409/tortilla-chips-nature-casino-saveurs-d-ailleurs;Tortilla chips nature;Casino Saveurs d'Ailleurs;Casino;b;Chips et frites;France;1972.0;20.0;64.0;1.5;4.0;6.5;0.9;;;1510155902
3222475985423;http://world-fr.openfoodfacts.org/produit/3222475985423/tortilla-chips-gout-fromage-casino;Tortilla Chips goût Fromage;Casino,Saveurs d'Ailleurs;;c;Chips et frites;France;1972.0;20.0;64.0;1.5;4.0;6.6;1.6;;;1501421660
3222476093332;http://world-fr.openfoodfacts.org/produit/3222476093332/biscuit-pepites-de-chocolat-et-graines-casino;Biscuit pépites de chocolat et graines;Casino;;e;Biscuits;France;2147.0;28.0;54.0;30.0;4.6;9.2;0.65;http://fr.openfoodfacts.org/images/products/322/247/609/3332/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/322/247/609/3332/front.6.200.jpg;1469563770
3222476416780;http://world-fr.openfoodfacts.org/produit/3222476416780/biscuit-matin-casino;Biscuit Matin;Casino;;d;Biscuits;France;1933.0;18.0;64.0;29.0;6.0;8.0;0.8;;;1499851225
3222476476722;http://world-fr.openfoodfacts.org/produit/3222476476722/biscuits-aux-flocons-d-avoine-casino;Biscuits Aux Flocons D'avoine;Casino;;e;Biscuits;France;2213.0;29.0;61.0;35.0;2.8;4.6;0.55;;;1499869355
3222476670793;http://world-fr.openfoodfacts.org/produit/3222476670793/tea-biscuits-casino;Tea biscuits;Casino;;d;Biscuits;France;1863.0;13.0;74.0;25.0;;7.3;0.66;;;1514363223
3222476702456;http://world-fr.openfoodfacts.org/produit/3222476702456/biscuits-matin-fourres-parfum-yaourt-casino;Biscuits Matin Fourrés Parfum Yaourt;Casino;;d;Biscuits;France;1954.0;18.0;67.0;27.0;3.4;7.5;0.5799999999999991;;;1513504814
3222476825063;http://world-fr.openfoodfacts.org/produit/3222476825063/biscuits-matin-miel-et-pepites-de-chocolat-casino;Biscuits Matin, Miel et Pépites de Chocolat;Casino;Casino;d;Biscuits;France;2062.0;21.0;65.0;30.0;5.5;8.0;0.95;;;1512938041
3222492893077;http://world-fr.openfoodfacts.org/produit/3222492893077/chips-saveur-barbecue-bouton-d-or;Chips saveur Barbecue;Bouton d'Or;Intermarché;c;Chips et frites;France;2184.0;34.0;46.4;3.1;4.2;6.1;1.7526;http://fr.openfoodfacts.org/images/products/322/249/289/3077/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/249/289/3077/front.7.200.jpg;1490814361
3226211500024;http://world-fr.openfoodfacts.org/produit/3226211500024/les-sables-d-antan-biscuiterie-de-l-abbaye;Les Sablés d'Antan;Biscuiterie de l'Abbaye;Cora;d;Biscuits;France;2111.0;24.0;64.0;27.0;3.0;6.5;0.3;http://fr.openfoodfacts.org/images/products/322/621/150/0024/front.17.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/150/0024/front.17.200.jpg;1459081121
3226219000175;http://world-fr.openfoodfacts.org/produit/3226219000175/galettes-normandes-biscuiterie-de-l-abbaye;Galettes Normandes;Biscuiterie de l'Abbaye;Cora;e;Biscuits;France;1874.0;13.0;74.0;31.0;2.0;7.0;1.0;http://fr.openfoodfacts.org/images/products/322/621/900/0175/front.14.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/0175/front.14.200.jpg;1473946215
3226219000748;http://world-fr.openfoodfacts.org/produit/3226219000748/les-sables-de-l-abbaye-biscuiterie-de-l-abbaye;Les Sablés de l’Abbaye;Biscuiterie De L’abbaye;;e;Biscuits;France;2007.0;19.0;69.0;25.0;1.5;7.0;0.41999999999999893;;;1508426803
3226219000823;http://world-fr.openfoodfacts.org/produit/3226219000823/chocoladises-au-lait-biscuiterie-de-l-abbaye;Chocoladises Au Lait;Biscuiterie de l abbaye;;e;Biscuits;France;2125.0;25.0;68.0;39.0;2.5;6.5;0.34;;;1510138634
3226219003022;http://world-fr.openfoodfacts.org/produit/3226219003022/le-trouvillais-pommes-biscuiterie-de-l-abbaye;Le Trouvillais Pommes;Biscuiterie de l'Abbaye;Auchan;e;Biscuits;France;2091.0;23.0;67.0;32.0;2.0;5.0;0.4;http://fr.openfoodfacts.org/images/products/322/621/900/3022/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/3022/front.7.200.jpg;1465971925
3226219004890;http://world-fr.openfoodfacts.org/produit/3226219004890/galettes-des-vikings-au-sarrasin-biscuiterie-de-l-abbaye;Galettes des vikings au sarrasin;Biscuiterie de l'Abbaye;;e;Biscuits;France;2025.0;20.0;67.0;24.0;3.0;7.5;1.0;http://fr.openfoodfacts.org/images/products/322/621/900/4890/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/4890/front.12.200.jpg;1448725696
3226219008058;http://world-fr.openfoodfacts.org/produit/3226219008058/le-petit-normand-chocolat-au-lait-biscuiterie-de-l-abbaye;Le petit Normand Chocolat au lait;Biscuiterie de l'Abbaye;Carrefour;e;Biscuits;France;2177.0;26.0;62.0;31.0;2.0;8.5;0.55;http://fr.openfoodfacts.org/images/products/322/621/900/8058/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/8058/front.8.200.jpg;1448725310
3226219008065;http://world-fr.openfoodfacts.org/produit/3226219008065/le-petit-normand-nature-biscuiterie-de-l-abbaye;Le petit normand nature;Biscuiterie de l abbaye,Biscuiterie de l'Abbaye;;e;Biscuits;France;2004.0;19.0;68.0;24.0;2.0;8.0;0.63;http://fr.openfoodfacts.org/images/products/322/621/900/8065/front.11.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/8065/front.11.200.jpg;1509544789
3226219009857;http://world-fr.openfoodfacts.org/produit/3226219009857/le-carre-normand-chocolat-biscuiterie-de-l-abbaye;Le Carré Normand Chocolat;Biscuiterie de l'Abbaye;;e;Biscuits;France;2111.0;27.0;57.5;27.0;3.0;6.5;0.5;http://fr.openfoodfacts.org/images/products/322/621/900/9857/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/621/900/9857/front.8.200.jpg;1489318496
3226219009864;http://world-fr.openfoodfacts.org/produit/3226219009864/carre-normand-caramel-beurre-sale-biscuiterie-de-l-abbaye-sachet-de;Carré normand caramel beurre salé BISCUITERIE DE L'ABBAYE, sachet de;Biscuiterie de l'Abbaye;Lidl;e;Biscuits;France;2121.0;26.0;62.0;29.0;1.5;5.5;0.6;;;1510336157
3226219010372;http://world-fr.openfoodfacts.org/produit/3226219010372/biscuits-cereales-fruits-rouges-fleurs-des-bles;Biscuits Céréales Fruits Rouges;Fleurs des Blés,Biscuiterie De l'Abbaye;;d;Biscuits;France;1891.0;15.0;71.0;31.0;3.5;6.5;0.49000000000000105;;;1499930286
3229580000010;http://world-fr.openfoodfacts.org/produit/3229580000010/galette-charentaise-pur-beurre-beurlay;Galette Charentaise Pur beurre;Beurlay;;e;Biscuits;France;1787.3;16.0;64.0;34.0;;5.0;0.53;;;1506371992
3229820021010;http://world-fr.openfoodfacts.org/produit/3229820021010/coup-double-bio-bjorg;Coup Double Bio Bjorg;Bjorg;Monoprix;d;Biscuits;France;2107.0;24.0;60.0;23.0;3.6;10.0;0.254;http://fr.openfoodfacts.org/images/products/322/982/002/1010/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/002/1010/front.5.200.jpg;1426416433
3229820112046;http://world-fr.openfoodfacts.org/produit/3229820112046/le-biscuit-de-natty-bio-bjorg;Le Biscuit de Natty Bio;Bjorg;Auchan;e;Biscuits;France;2125.0;25.0;61.8;34.3;4.1;7.0;0.42;;;1492537166
3229820156118;http://world-fr.openfoodfacts.org/produit/3229820156118/equilidej-cereales-miel-noisettes-bjorg;Equilidej Céréales Miel Noisettes;Bjorg;;d;Biscuits;France;2113.0;25.0;60.0;24.0;4.0;8.0;0.25;http://fr.openfoodfacts.org/images/products/322/982/015/6118/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/015/6118/front.5.200.jpg;1447315402
3229820159768;http://world-fr.openfoodfacts.org/produit/3229820159768/soja-figue-bjorg;Soja Figue;Bjorg;Auchan;c;Biscuits;France;1950.0;18.0;62.0;22.0;5.4;11.0;0.85;http://fr.openfoodfacts.org/images/products/322/982/015/9768/front.15.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/015/9768/front.15.200.jpg;1499449026
3229820181738;http://world-fr.openfoodfacts.org/produit/3229820181738/bio-nutri-ble-sesame-bjorg;Bio Nutri+ Blé Sésame;Bjorg;Leclerc;c;Biscuits;France;2100.0;21.0;66.0;20.0;4.6;9.9;0.67;http://fr.openfoodfacts.org/images/products/322/982/018/1738/front.16.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/018/1738/front.16.200.jpg;1502907720
3229820181950;http://world-fr.openfoodfacts.org/produit/3229820181950/fourres-chocolat-lait-bio-bjorg;Fourrés Chocolat lait Bio Bjorg;Bjorg;Monoprix;d;Biscuits;France;2033.0;21.0;65.0;29.0;3.3;7.3;0.53;http://fr.openfoodfacts.org/images/products/322/982/018/1950/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/018/1950/front.6.200.jpg;1474555437
3229820189413;http://world-fr.openfoodfacts.org/produit/3229820189413/biscuits-sarrasin-et-graines-de-lin-bio-bjorg;biscuits Sarrasin et graines de lin bio;Bjorg;;d;Biscuits;France;1921.0;18.0;63.0;23.0;5.0;8.5;0.5842;http://fr.openfoodfacts.org/images/products/322/982/018/9413/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/018/9413/front.6.200.jpg;1381178822
3229820189437;http://world-fr.openfoodfacts.org/produit/3229820189437/amandes-et-flocons-d-avoine-bio-bjorg;Amandes et Flocons d'Avoine bio;Bjorg;;e;Biscuits;France;2029.0;21.0;63.0;24.0;3.5;9.0;0.6;http://fr.openfoodfacts.org/images/products/322/982/018/9437/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/018/9437/front.9.200.jpg;1446836960
3229820764443;http://world-fr.openfoodfacts.org/produit/3229820764443/sablissime-chocolat-au-lait-bjorg;Sablissime chocolat au lait;Bjorg;carrefour;d;Biscuits;France;2092.0;24.0;61.5;27.0;4.0;7.5;0.5;http://fr.openfoodfacts.org/images/products/322/982/076/4443/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/076/4443/front.7.200.jpg;1509311135
3229820781112;http://world-fr.openfoodfacts.org/produit/3229820781112/petit-nature-sans-sucres-gayelord-hauser;Petit Nature Sans Sucres;Gayelord Hauser;Auchan;d;Biscuits;France;1805.0;14.6;75.0;0.5;2.5;7.1;0.98044;http://fr.openfoodfacts.org/images/products/322/982/078/1112/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/1112/front.10.200.jpg;1483538906
3229820783659;http://world-fr.openfoodfacts.org/produit/3229820783659/le-sable-bio-bjorg;Le Sablé Bio;BJORG;Carrefour;d;Biscuits;France;2109.0;25.0;61.0;27.0;3.5;7.0;0.31;http://fr.openfoodfacts.org/images/products/322/982/078/3659/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/3659/front.5.200.jpg;1514572265
3229820784892;http://world-fr.openfoodfacts.org/produit/3229820784892/nappe-choco-gayelord-hauser;Nappé Choco;Gayelord Hauser;;d;Biscuits;France;1966.0;21.0;69.0;1.0;5.3;7.1;0.65;http://fr.openfoodfacts.org/images/products/322/982/078/4892/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/4892/front.5.200.jpg;1504676577
3229820785493;http://world-fr.openfoodfacts.org/produit/3229820785493/fourres-au-chocolat-lait-noisettes-bio-bjorg;Fourrés au chocolat Lait Noisettes Bio;Bjorg;;d;Biscuits;France;2141.0;26.5;57.8;25.5;3.5;8.8;0.7;http://fr.openfoodfacts.org/images/products/322/982/078/5493/front.13.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/5493/front.13.200.jpg;1455213187
3229820786162;http://world-fr.openfoodfacts.org/produit/3229820786162/biscuit-de-son-d-avoine-saveur-miel-gayelord-hauser;Biscuit de son d'avoine saveur miel Gayelord Hauser;Gayelord Hauser;Hyper U;a;Biscuits;France;1580.0;13.3;40.0;3.2;24.0;18.7;0.406;http://fr.openfoodfacts.org/images/products/322/982/078/6162/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/6162/front.3.200.jpg;1409497834
3229820786513;http://world-fr.openfoodfacts.org/produit/3229820786513/le-petit-beurre-bjorg;Le petit beurre;Bjorg;Intermarché;d;Biscuits;France;1899.0;12.1;75.5;25.2;3.3;8.3;0.9398;http://fr.openfoodfacts.org/images/products/322/982/078/6513/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/6513/front.8.200.jpg;1492537434
3229820786544;http://world-fr.openfoodfacts.org/produit/3229820786544/biscuits-de-son-d-avoine-au-cacao-gayelord-hauser;Biscuits de Son d'Avoine au Cacao;Gayelord Hauser;;a;Biscuits;France;1559.0;11.8;43.2;3.5;17.9;18.9;0.5;;;1509983704
3229820786551;http://world-fr.openfoodfacts.org/produit/3229820786551/choco-matin-pepites-de-chocolat-gayelord-hauser;Choco Matin Pépites de Chocolat;Gayelord Hauser;Super U,Hyper U;c;Biscuits;France;1824.0;20.0;60.0;0.5;10.0;7.5;0.4;http://fr.openfoodfacts.org/images/products/322/982/078/6551/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/6551/front.3.200.jpg;1495951405
3229820787442;http://world-fr.openfoodfacts.org/produit/3229820787442/fourres-a-la-vanille-bjorg;Fourrés à la vanille  ;Bjorg;E. Leckerc;d;Biscuits;France;2040.0;20.0;68.0;31.2;2.8;7.2;0.6;http://fr.openfoodfacts.org/images/products/322/982/078/7442/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/7442/front.3.200.jpg;1508937693
3229820788012;http://world-fr.openfoodfacts.org/produit/3229820788012/galettes-froment-chocolat-au-lait-gayelord-hauser;Galettes froment chocolat au lait;Gayelord Hauser;;d;Biscuits;France;1895.0;20.8;66.7;2.9;2.4;6.8;0.7;http://fr.openfoodfacts.org/images/products/322/982/078/8012/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/8012/front.12.200.jpg;1439976810
3229820788029;http://world-fr.openfoodfacts.org/produit/3229820788029/batonnets-chocolat-au-lait-gayelord-hauser;Bâtonnets Chocolat au Lait;Gayelord Hauser;Leclerc;d;Biscuits;France;2070.0;30.0;57.3;3.64;2.73;7.27;0.455;http://fr.openfoodfacts.org/images/products/322/982/078/8029/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/8029/front.8.200.jpg;1453718277
3229820788043;http://world-fr.openfoodfacts.org/produit/3229820788043/biscuit-tablette-chocolat-au-lait-gayelord-hauser;Biscuit tablette chocolat au lait;Gayelord Hauser;Leclerc;d;Biscuits;France;1882.0;23.3;56.0;5.8;10.1;7.7;0.68;http://fr.openfoodfacts.org/images/products/322/982/078/8043/front.18.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/8043/front.18.200.jpg;1453550002
3229820788104;http://world-fr.openfoodfacts.org/produit/3229820788104/bjorg-speculoos-bio;BJORG Spéculoos Bio;BJORG;Leclerc;d;Biscuits;France;1925.0;17.6;67.4;26.4;3.2;6.0;1.8288;http://fr.openfoodfacts.org/images/products/322/982/078/8104/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/8104/front.5.200.jpg;1415336614
3229820788753;http://world-fr.openfoodfacts.org/produit/3229820788753/biscuit-cacao-quinoa-gayelord-hauser;Biscuit Cacao Quinoa;Gayelord Hauser;Leclerc;c;Biscuits;France;1754.0;14.7;70.0;0.5;4.0;7.8;0.8;http://fr.openfoodfacts.org/images/products/322/982/078/8753/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/8753/front.10.200.jpg;1487542238
3229820789118;http://world-fr.openfoodfacts.org/produit/3229820789118/lunettes-a-la-fraise-bio-bjorg;Lunettes à la fraise bio;Bjorg;Cora;d;Biscuits;France;1872.0;16.5;66.9;31.9;2.1;6.3;0.23;http://fr.openfoodfacts.org/images/products/322/982/078/9118/front.11.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/9118/front.11.200.jpg;1502633810
3229820789149;http://world-fr.openfoodfacts.org/produit/3229820789149/coup-double-bjorg;Coup double;Bjorg;franprix;d;Biscuits;France;2038.0;23.0;56.0;22.0;6.0;11.0;0.31;http://fr.openfoodfacts.org/images/products/322/982/078/9149/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/9149/front.12.200.jpg;1497353926
3229820789712;http://world-fr.openfoodfacts.org/produit/3229820789712/petit-nature-saveur-speculoos-gayelord-hauser;Petit nature saveur spéculoos ;Gayelord Hauser;;d;Biscuits;France;1803.0;14.8;74.0;0.5;2.9;7.5;1.1;http://fr.openfoodfacts.org/images/products/322/982/078/9712/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/322/982/078/9712/front.3.200.jpg;1444196744
3229820789729;http://world-fr.openfoodfacts.org/produit/3229820789729/petit-croquant-saveur-abricot-gayelord-hauser;Petit Croquant Saveur Abricot;Gayelord Hauser;Auchan;d;Biscuits;France;1890.0;19.0;70.0;0.5;3.7;6.7;0.5;;;1485432041
3229820789736;http://world-fr.openfoodfacts.org/produit/3229820789736/petit-croquant-citron-sans-sucres-gayelord-hauser;Petit Croquant Citron Sans Sucres;Gayelord Hauser;Auchan;d;Biscuits;France;1890.0;19.0;70.0;0.5;3.7;6.7;0.5;;;1512121067
