code;url;product_name;brands;stores;nutrition_grade_fr;main_category_fr;countries_fr;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;image_url;image_small_url;last_modified_t
3410280020792;http://world-fr.openfoodfacts.org/produit/3410280020792/pommes-frites-prefrites-et-surgelees-top-budget;Pommes Frites préfrites et surgelées;Top Budget;Intermarché;b;Chips et frites;France;537.0;3.6;19.8;0.5;;2.3;0.1;http://fr.openfoodfacts.org/images/products/341/028/002/0792/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/341/028/002/0792/front.7.200.jpg;1457125210
3410280021263;http://world-fr.openfoodfacts.org/produit/3410280021263/les-chips-de-pommes-de-terre-top-budget;Les chips de pommes de terre;Top Budget;Intermarché;d;Chips et frites;France;2257.0;33.5;51.8;0.5;;6.1;1.05;http://fr.openfoodfacts.org/images/products/341/028/002/1263/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/341/028/002/1263/front.12.200.jpg;1428563874
3410280024578;http://world-fr.openfoodfacts.org/produit/3410280024578/biscuits-fourres-parfum-chocolat-top-budget;Biscuits fourrés parfum chocolat;Top budget;;e;Biscuits;France;1820.0;14.0;70.0;28.0;;6.1;0.770000000000001;;;1499318600
3410280025322;http://world-fr.openfoodfacts.org/produit/3410280025322/biscuit-avec-tablette-de-chocolat-au-lait-top-budget;Biscuit avec Tablette de Chocolat au Lait;Top Budget,Filet Bleu;;e;Biscuits;France;2042.0;20.8;67.0;29.0;;7.0;0.68;http://fr.openfoodfacts.org/images/products/341/028/002/5322/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/341/028/002/5322/front.9.200.jpg;1508875342
3410280042404;http://world-fr.openfoodfacts.org/produit/3410280042404/gouters-top-budget;Goûters;Top Budget;;d;Biscuits;France;1657.0;5.2;78.5;22.8;2.4;7.8;1.23;;;1493283053
3410280049168;http://world-fr.openfoodfacts.org/produit/3410280049168/16-galettes-top-budget;16 Galettes;Top Budget;Intermarché;e;Biscuits;France;1966.0;16.7;72.7;23.4;;6.3;0.810000000000001;;;1496775960
3412610337594;http://world-fr.openfoodfacts.org/produit/3412610337594/chips-a-la-crevette-les-trois-d-asie;Chips à la Crevette;Les trois d asie,Les Trois d'Asie;Carrefour;e;Chips et frites;France;2318.0;33.0;63.3;2.2;5.0;1.1;1.9;http://fr.openfoodfacts.org/images/products/341/261/033/7594/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/341/261/033/7594/front.9.200.jpg;1509278295
3413910005015;http://world-fr.openfoodfacts.org/produit/3413910005015/maxi-galettes-les-biscuits-gourmands;Maxi Galettes;Les Biscuits Gourmands;;e;Biscuits;France;3070.0;70.1;19.7;13.0;;6.3;0.8;;;1500371288
3415306290517;http://world-fr.openfoodfacts.org/produit/3415306290517/caranoisettes-les-renardises;Caranoisettes;Les Renardises;Intermarché;e;Biscuits;France;2200.0;26.0;66.0;29.0;;6.0;0.05;;;1486925510
3415306290982;http://world-fr.openfoodfacts.org/produit/3415306290982/tortillons-les-renardises;Tortillons;Les Renardises;;e;Biscuits;France;2240.0;30.0;59.0;19.0;2.9;5.4;0.8;;;1502049089
3415306291132;http://world-fr.openfoodfacts.org/produit/3415306291132/eclairettes-les-renardises;Éclairettes;Les Renardises;;e;Biscuits;France;2053.0;22.2;66.8;48.9;;4.9;0.18;;;1502018030
3415306291163;http://world-fr.openfoodfacts.org/produit/3415306291163/speculoos-les-renardises;Spéculoos;Les Renardises;;d;Biscuits;France;2004.0;18.2;71.6;32.2;5.8;1.75;0.76;;;1475393239
3415308641089;http://world-fr.openfoodfacts.org/produit/3415308641089/rochers-de-noix-de-coco-les-renardises;Rochers de noix de coco;Les Renardises,Supergroup;Super U;e;Biscuits;France;1955.0;26.0;53.0;50.0;5.2;3.8;0.07;http://fr.openfoodfacts.org/images/products/341/530/864/1089/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/341/530/864/1089/front.4.200.jpg;1475302016
3420850020022;http://world-fr.openfoodfacts.org/produit/3420850020022/la-chips-d-allauch-provence-chips;La Chips d'Allauch;Provence Chips;;e;Chips et frites;France;2205.0;33.0;53.0;0.7;;6.3;1.05;;;1500188685
3420850021029;http://world-fr.openfoodfacts.org/produit/3420850021029/la-chips-d-allauch-provence-chips;La chips d'Allauch;Provence Chips;;e;Chips et frites;France;2354.0;40.0;47.0;0.5;;6.1;0.99;;;1492347639
3420850021098;http://world-fr.openfoodfacts.org/produit/3420850021098/la-sans-sel-la-chips-d-allauch;La Sans Sel;La Chips D'Allauch,Provence Chips;;d;Chips et frites;France;2216.0;35.3;51.8;1.0;5.4;6.2;0.0;http://fr.openfoodfacts.org/images/products/342/085/002/1098/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/085/002/1098/front.7.200.jpg;1445359954
3420850021104;http://world-fr.openfoodfacts.org/produit/3420850021104/la-chips-d-allauch-depuis-1976-provence-chips;la chips d'allauch, depuis 1976;Provence chips;Super U;d;Chips et frites;France;2230.0;38.0;52.0;1.2;;3.7;0.92;http://fr.openfoodfacts.org/images/products/342/085/002/1104/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/342/085/002/1104/front.6.200.jpg;1440414775
3420850021128;http://world-fr.openfoodfacts.org/produit/3420850021128/chips-la-chips-d-allauch;Chips;La Chips d'Allauch;;d;Chips et frites;France;2276.0;35.0;49.0;1.1;;6.2;0.56;;;1506797047
3420850022040;http://world-fr.openfoodfacts.org/produit/3420850022040/la-blue-chips-la-chips-d-allauch;La Blue Chips;La Chips d'Allauch;;d;Chips et frites;France;2143.0;33.0;55.0;2.3;;5.9;1.4;;;1493893850
3423720001015;http://world-fr.openfoodfacts.org/produit/3423720001015/biscuits-nature-bienfaits-100-vegetal-sans-levure-ble-sesame-bio-soleil;Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé & Sésame;Bio-soleil;Satoriz;a;Biscuits;France;1640.0;15.8;57.0;1.8;7.3;9.9;0.9999979999999999;http://fr.openfoodfacts.org/images/products/342/372/000/1015/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/000/1015/front.5.200.jpg;1435995946
3423720001022;http://world-fr.openfoodfacts.org/produit/3423720001022/biscuit-nature-et-bienfaits-ble-raisins-bio-soleil;Biscuit nature et bienfaits blé raisins;Bio Soleil;Eau Vive;a;Biscuits;France;1776.0;11.3;72.2;7.5;7.1;8.8;0.364;http://fr.openfoodfacts.org/images/products/342/372/000/1022/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/000/1022/front.7.200.jpg;1455038261
3423720001084;http://world-fr.openfoodfacts.org/produit/3423720001084/biscuits-nature-bienfaits-ble-avoine-bio-soleil;Biscuits Nature & Bienfaits blé avoine;Bio Soleil;Eau Vive;a;Biscuits;France;1695.0;17.3;56.73;0.9;7.2;10.3;0.9893299999999999;;;1491227805
3423720001138;http://world-fr.openfoodfacts.org/produit/3423720001138/biscuit-nature-et-bienfaits-100-vegetal-sans-levure-5-cereales-algues-bio-soleil;Biscuit nature et bienfaits - 100% végétal - sans levure - 5 céréales & algues ;Bio soleil;Satoriz;a;Biscuits;France;1674.0;16.7;56.3;1.2;7.8;10.5;0.99441;http://fr.openfoodfacts.org/images/products/342/372/000/1138/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/000/1138/front.7.200.jpg;1491228253
3423720001145;http://world-fr.openfoodfacts.org/produit/3423720001145/biscuit-nature-et-bienfaits-epeautre-et-abricots-bio-soleil;Biscuit Nature et Bienfaits - Épeautre et abricots;Bio Soleil;Biocoop;c;Biscuits;France;1724.0;17.3;53.7;11.0;6.94;8.62;0.89;http://fr.openfoodfacts.org/images/products/342/372/000/1145/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/000/1145/front.7.200.jpg;1512024551
3423720001152;http://world-fr.openfoodfacts.org/produit/3423720001152/biscuits-nature-bienfaits-100-vegetal-sans-levure-ble-seigle-4-fruits-bio-soleil;Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé seigle & 4 fruits;Bio-soleil;Satoriz;a;Biscuits;France;1573.0;14.4;56.4;5.1;8.5;9.2;0.3554;http://fr.openfoodfacts.org/images/products/342/372/000/1152/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/000/1152/front.4.200.jpg;1435998684
3423720013414;http://world-fr.openfoodfacts.org/produit/3423720013414/sables-pur-beurre-aux-noisettes-bio-soleil;Sablés Pur Beurre aux Noisettes;Bio Soleil,Alpes Biscuits;;d;Biscuits;France;1762.0;22.1;51.3;22.1;4.8;7.9;0.196;http://fr.openfoodfacts.org/images/products/342/372/001/3414/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/001/3414/front.3.200.jpg;1485516142
3423720013421;http://world-fr.openfoodfacts.org/produit/3423720013421/sables-pur-beurre-aux-amandes-bio-la-vie;Sablés Pur Beurre aux amandes;Bio la vie;;d;Biscuits;France;1719.0;20.8;50.6;21.6;6.0;8.8;0.0;http://fr.openfoodfacts.org/images/products/342/372/001/3421/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/372/001/3421/front.7.200.jpg;1490275496
3423720014046;http://world-fr.openfoodfacts.org/produit/3423720014046/palets-3-fruits-bio-soleil;Palets 3 Fruits;Bio Soleil;;d;Biscuits;France;1745.0;20.9;53.9;24.3;5.7;5.3;0.15;;;1496333833
3423790000031;http://world-fr.openfoodfacts.org/produit/3423790000031/biscuits-a-la-cuillere-biscuiterie-grobost;Biscuits à la cuillère ;Biscuiterie GROBOST;;d;Biscuits;France;1557.0;4.1;75.0;57.0;;8.0;0.34;http://fr.openfoodfacts.org/images/products/342/379/000/0031/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/342/379/000/0031/front.7.200.jpg;1477584215
3427290002397;http://world-fr.openfoodfacts.org/produit/3427290002397/melange-japonais-le-temps-des-saisons;Mélange Japonais;Le Temps des Saisons;Franprix;d;Biscuits;France;1736.0;8.4;73.8;15.3;;10.1;0.83;;;1473882107
3431410132000;http://world-fr.openfoodfacts.org/produit/3431410132000/crepes-chocolat-noir-gavottes;Crêpes Chocolat noir;Gavottes;Carrefour, Irma.dk;e;Biscuits;France;2079.0;23.0;68.0;45.0;0.0;5.6;0.63;http://fr.openfoodfacts.org/images/products/343/141/013/2000/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/343/141/013/2000/front.6.200.jpg;1487661533
3435070021780;http://world-fr.openfoodfacts.org/produit/3435070021780/biscuits-rose-de-reims-maison-fossier;Biscuits rose de Reims;Maison fossier;Carrfour Market;d;Biscuits;France;1640.0;3.2;84.6;53.0;1.5;8.4;0.19;http://fr.openfoodfacts.org/images/products/343/507/002/1780/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/1780/front.3.200.jpg;1489476335
3435070024835;http://world-fr.openfoodfacts.org/produit/3435070024835/biscuits-roses-de-reims-maison-fossier;Biscuits roses de Reims;Maison Fossier;;d;Biscuits;France;1640.0;3.4;82.0;53.0;1.5;8.4;0.18;http://fr.openfoodfacts.org/images/products/343/507/002/4835/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/4835/front.12.200.jpg;1503332028
3435070024842;http://world-fr.openfoodfacts.org/produit/3435070024842/biscuit-rose-mini-110g-x12-car-fossier;Biscuit Rose Mini 110G X12 !car Fossier;Fossier;;d;Biscuits;France;1640.0;;;53.0;1.5;8.4;0.19;;;1514580005
3435070025436;http://world-fr.openfoodfacts.org/produit/3435070025436/le-veritable-macaron-a-la-framboise-maison-fossier;Le Véritable Macaron à la Framboise;Maison Fossier;Cora,Carrefour;d;Biscuits;France;1792.0;8.9;78.0;68.0;1.5;8.5;0.21;http://fr.openfoodfacts.org/images/products/343/507/002/5436/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/5436/front.7.200.jpg;1488097877
3435070025450;http://world-fr.openfoodfacts.org/produit/3435070025450/macarons-amandes-maison-fossier;Macarons Amandes;Maison Fossier;Cora;d;Biscuits;France;1805.0;9.2;77.0;69.0;1.6;9.0;0.18;http://fr.openfoodfacts.org/images/products/343/507/002/5450/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/5450/front.6.200.jpg;1472373574
3435070025504;http://world-fr.openfoodfacts.org/produit/3435070025504/le-remois-maison-fossier;Le Rémois;Maison Fossier;;d;Biscuits;France;1688.0;7.7;73.0;20.0;1.4;8.6;1.2;http://fr.openfoodfacts.org/images/products/343/507/002/5504/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/5504/front.8.200.jpg;1454864322
3435070025528;http://world-fr.openfoodfacts.org/produit/3435070025528/le-remois-maison-fossier;Le Rémois;Maison Fossier;Cora;d;Biscuits;France;1688.0;7.7;73.0;20.0;1.4;8.6;1.2;http://fr.openfoodfacts.org/images/products/343/507/002/5528/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/5528/front.8.200.jpg;1472372770
3435070025627;http://world-fr.openfoodfacts.org/produit/3435070025627/le-remois-aux-pepites-de-chocolat-maison-fossier;Le Rémois aux pépites de chocolat;Maison fossier;;d;Biscuits;France;1803.0;13.0;68.0;28.0;3.4;7.9;0.86;http://fr.openfoodfacts.org/images/products/343/507/002/5627/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/002/5627/front.4.200.jpg;1491763850
3435070026600;http://world-fr.openfoodfacts.org/produit/3435070026600/sable-champenois-chocolat-noir-fossier;Sablé champenois  chocolat noir;Fossier;Cora;d;Biscuits;France;2000.0;20.0;62.0;27.0;3.4;8.9;0.43;;;1508572982
3435070029205;http://world-fr.openfoodfacts.org/produit/3435070029205/charles-vii-fondant-chocolat-au-lait-fossier;Charles VII Fondant Chocolat au Lait;Fossier,Maison Fossier;;e;Biscuits;France;2029.0;21.0;65.0;31.0;1.5;8.3;0.56;;;1498411340
3435070062066;http://world-fr.openfoodfacts.org/produit/3435070062066/les-mini-biscuits-roses-de-reims-fossier;Les Mini Biscuits Roses de Reims;Fossier,Maison Fossier;;d;Biscuits;France;1663.0;3.4;82.0;53.0;1.5;8.4;0.19;;;1506633185
3435070300014;http://world-fr.openfoodfacts.org/produit/3435070300014/biscuit-roses-de-reims-maison-fossier;Biscuit roses de Reims;Maison fossier;;d;Biscuits;France;1640.0;3.4;82.0;53.0;1.5;8.4;0.18;;;1496931335
3435070300502;http://world-fr.openfoodfacts.org/produit/3435070300502/croquignoles-nature-fossier;Croquignoles nature;Fossier;;d;Biscuits;France;1657.0;0.0;97.0;97.0;0.0;1.9;0.09;http://fr.openfoodfacts.org/images/products/343/507/030/0502/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/030/0502/front.3.200.jpg;1496902758
3435070300908;http://world-fr.openfoodfacts.org/produit/3435070300908/palmiers-fossier;Palmiers;Fossier;;e;Biscuits;France;2138.0;25.0;63.0;30.0;1.1;5.5;0.930000000000001;;;1496933639
3435070301141;http://world-fr.openfoodfacts.org/produit/3435070301141/macarons-poire-maison-fossier;Macarons poire;Maison Fossier,Fossier;;d;Biscuits;France;1766.0;9.1;76.0;66.0;2.3;8.8;0.18;;;1496954296
3435071010011;http://world-fr.openfoodfacts.org/produit/3435071010011/biscuits-roses-de-reims-maison-fossier;Biscuits Roses de Reims;Maison Fossier;Auchan;d;Biscuits;France;1640.0;;;53.0;1.5;8.4;0.19;;;1488706552
3435071030057;http://world-fr.openfoodfacts.org/produit/3435071030057/macarons-amande-fossier;Macarons amande;Fossier;;d;Biscuits;France;1787.0;9.2;77.0;69.0;1.6;9.0;0.18;http://fr.openfoodfacts.org/images/products/343/507/103/0057/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/343/507/103/0057/front.9.200.jpg;1509883216
3439495202700;http://world-fr.openfoodfacts.org/produit/3439495202700/chips-a-l-ancienne-rochambeau;Chips à l'ancienne;Rochambeau;;d;Chips et frites;France;2351.0;37.0;50.0;0.5;;5.4;1.2;;;1511011836
3439495202748;http://world-fr.openfoodfacts.org/produit/3439495202748/chips-de-pommes-de-terre-sekect;Chips de pommes de terre;Sekect;;d;Chips et frites;France;2360.0;37.0;50.0;0.5;;5.4;1.2;;;1507668331
3439497003565;http://world-fr.openfoodfacts.org/produit/3439497003565/langues-de-chat-rochambeau;Langues de chat;Rochambeau,MCCF (Métro Cash & Carry France);;e;Biscuits;France;1831.0;10.4;78.7;44.3;;5.4;0.59;http://fr.openfoodfacts.org/images/products/343/949/700/3565/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/343/949/700/3565/front.5.200.jpg;1458840648
3439497004050;http://world-fr.openfoodfacts.org/produit/3439497004050/tuiles-gout-creme-oignon-rochambeau;Tuiles goût Crème Oignon;Rochambeau;;d;Chips et frites;France;2142.0;28.0;58.5;4.5;;4.5;1.45;http://fr.openfoodfacts.org/images/products/343/949/700/4050/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/343/949/700/4050/front.3.200.jpg;1507975669
3439497004074;http://world-fr.openfoodfacts.org/produit/3439497004074/tuiles-gout-paprika-rochambeau;Tuiles goût Paprika;Rochambeau;Cora;d;Chips et frites;France;2208.0;28.0;62.0;4.5;;5.0;1.89;http://fr.openfoodfacts.org/images/products/343/949/700/4074/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/343/949/700/4074/front.6.200.jpg;1451507524
3448270001438;http://world-fr.openfoodfacts.org/produit/3448270001438/frites-au-four-tal;Frites Au Four;Tal;;b;Chips et frites;France;556.0;;;0.5;0.0;2.2;0.0499999999999999;;;1487623813
3450970006446;http://world-fr.openfoodfacts.org/produit/3450970006446/16-galettes-au-beurre-eco;16 galettes au Beurre;Eco +,Leclerc;Leclerc;e;Biscuits;France;1900.0;14.0;75.0;26.0;1.5;5.5;1.1684;http://fr.openfoodfacts.org/images/products/345/097/000/6446/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/000/6446/front.8.200.jpg;1497418188
3450970024709;http://world-fr.openfoodfacts.org/produit/3450970024709/biscuits-tablette-chocolat-au-lait-eco;Biscuits tablette - Chocolat au lait;Eco+;;e;Biscuits;France;2110.0;22.8;68.0;36.0;2.4;5.6;0.4;http://fr.openfoodfacts.org/images/products/345/097/002/4709/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/002/4709/front.4.200.jpg;1444768364
3450970029117;http://world-fr.openfoodfacts.org/produit/3450970029117/assortiment-de-biscuits-eco;Assortiment de Biscuits;Eco+;;d;Biscuits;France;1979.0;18.3;69.1;24.3;2.5;6.8;0.473;;;1507403248
3450970063180;http://world-fr.openfoodfacts.org/produit/3450970063180/12-biscuits-tablette-chocolat-noir-eco;12 biscuits tablette chocolat noir;Eco+;;e;Biscuits;France;2088.0;;;35.0;3.3;5.7;0.43;http://fr.openfoodfacts.org/images/products/345/097/006/3180/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/006/3180/front.4.200.jpg;1485675982
3450970109123;http://world-fr.openfoodfacts.org/produit/3450970109123/24-genoises-fourrees-gout-framboise-eco;24 génoises fourrées goût framboise;Eco+;Leclerc;d;Biscuits;France;1536.0;6.7;72.3;45.6;1.0;3.8;0.21;http://fr.openfoodfacts.org/images/products/345/097/010/9123/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/010/9123/front.7.200.jpg;1508252910
3450970118897;http://world-fr.openfoodfacts.org/produit/3450970118897/chips-nature-eco;Chips Nature;Eco +,Scamark (Filiale E. Leclerc);Leclerc;c;Chips et frites;France;2238.0;36.1;45.3;0.6;4.5;6.0;1.28;http://fr.openfoodfacts.org/images/products/345/097/011/8897/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/011/8897/front.6.200.jpg;1464362109
3450970118910;http://world-fr.openfoodfacts.org/produit/3450970118910/chips-natures-eco;Chips natures;Eco+;Leclerc;c;Chips et frites;France;2238.0;36.1;45.3;0.6;4.4;5.7;1.28;http://fr.openfoodfacts.org/images/products/345/097/011/8910/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/345/097/011/8910/front.6.200.jpg;1438779842
3456300000023;http://world-fr.openfoodfacts.org/produit/3456300000023/maxi-galettes-de-riz-chocolat-noir-sans-sucres-ajoutes-karelea;Maxi Galettes de Riz Chocolat Noir - Sans Sucres Ajoutés;Karéléa,Léa Nature;;c;Biscuits;France;1920.0;24.0;60.0;2.0;6.6;7.0;0.08;;;1498976973
3456300001969;http://world-fr.openfoodfacts.org/produit/3456300001969/biscuits-son-d-avoine-ble-complet-karelea;Biscuits son d avoine blé complet;Karéléa,Léa Nature;;d;Biscuits;France;1765.0;14.1;60.1;16.9;8.75;8.9;1.4986;http://fr.openfoodfacts.org/images/products/345/630/000/1969/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/345/630/000/1969/front.7.200.jpg;1489480776
3456300001976;http://world-fr.openfoodfacts.org/produit/3456300001976/biscuits-nappes-chocolat-noir-karelea;Biscuits nappés chocolat noir;Karéléa,Léa Nature;Carrefour;c;Biscuits;France;1821.0;23.36;57.6;0.96;5.47;6.38;0.1524;http://fr.openfoodfacts.org/images/products/345/630/000/1976/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/345/630/000/1976/front.8.200.jpg;1488990657
3456300002737;http://world-fr.openfoodfacts.org/produit/3456300002737/croustillants-petit-avoine-lea-nature;Croustillants Petit Avoine;Lea Nature,Karéléa,Léa Nature;;c;Biscuits;France;1824.0;18.0;62.0;0.82;7.4;10.0;1.0;;;1510744963
3456300002744;http://world-fr.openfoodfacts.org/produit/3456300002744/croustillant-petit-sarrasin-karelea;Croustillant petit sarrasin;Karéléa,Léa Nature;;c;Biscuits;France;1784.0;18.0;59.0;1.0;11.0;9.0;1.0;;;1514067376
3456300003918;http://world-fr.openfoodfacts.org/produit/3456300003918/palmiers-coco-karelea;Palmiers Coco;Karelea;;d;Biscuits;France;2000.0;28.0;53.0;2.6;6.4;6.8;0.770000000000001;;;1514067487
3456300009484;http://world-fr.openfoodfacts.org/produit/3456300009484/biscuits-gourmands-sesame-vanille-karelea;Biscuits gourmands Sésame Vanille;Karéléa,Léa Nature;Cora;c;Biscuits;France;1933.0;21.0;65.0;0.0;4.0;8.1;0.03;http://fr.openfoodfacts.org/images/products/345/630/000/9484/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/345/630/000/9484/front.7.200.jpg;1510060073
3457041112884;http://world-fr.openfoodfacts.org/produit/3457041112884/les-biscuits-fauchon;Les biscuits;Fauchon;;e;Biscuits;France;2125.0;25.0;62.0;25.0;3.6;7.1;0.9906;http://fr.openfoodfacts.org/images/products/345/704/111/2884/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/345/704/111/2884/front.9.200.jpg;1407054752
3457041145417;http://world-fr.openfoodfacts.org/produit/3457041145417/biscuit-fauchon;Biscuit fauchon;Fauchon;;e;Biscuits;France;1946.0;21.4;60.0;24.0;;7.1;1.1;;;1512818660
3460340300173;http://world-fr.openfoodfacts.org/produit/3460340300173/sables-aux-ecorces-d-orange-pleniday;Sablés aux écorces d'orange;Pléniday;Sain bio'Z;d;Biscuits;France;2138.0;23.0;71.0;17.0;5.7;2.8;0.0;;;1474219084
3472860001263;http://world-fr.openfoodfacts.org/produit/3472860001263/sables-la-mere-poulard;Sablés;La Mère Poulard;Stockomani;e;Biscuits;France;2114.0;22.8;69.5;25.1;;6.4;0.25;http://fr.openfoodfacts.org/images/products/347/286/000/1263/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/000/1263/front.9.200.jpg;1459072143
3472860001485;http://world-fr.openfoodfacts.org/produit/3472860001485/les-galettes-de-la-mere-poularde-la-mere-poulard;Les galettes de la Mère Poularde;La Mère Poulard;;e;Biscuits;France;1046.0;22.0;68.8;22.7;;6.5;0.54;http://fr.openfoodfacts.org/images/products/347/286/000/1485/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/000/1485/front.3.200.jpg;1508169376
3472860001706;http://world-fr.openfoodfacts.org/produit/3472860001706/grandes-galettes-la-mere-poulard;Grandes galettes;La Mère Poulard;;e;Biscuits;France;2109.0;24.1;68.6;32.5;;4.4;0.25908000000000003;http://fr.openfoodfacts.org/images/products/347/286/000/1706/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/000/1706/front.10.200.jpg;1501179158
3472860002437;http://world-fr.openfoodfacts.org/produit/3472860002437/les-cookies-de-la-mere-poulard;Les Cookies de la Mère Poulard;La Mère Poulard;;e;Biscuits;France;2093.0;26.1;63.6;37.7;;5.6;1.524;http://fr.openfoodfacts.org/images/products/347/286/000/2437/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/000/2437/front.8.200.jpg;1484313887
3472860002451;http://world-fr.openfoodfacts.org/produit/3472860002451/galettes-la-mere-poulard;Galettes;La Mère Poulard,Mère Poulard;;e;Biscuits;France;2109.0;22.8;69.5;25.1;;6.4;0.25;;;1506764823
3472860003458;http://world-fr.openfoodfacts.org/produit/3472860003458/les-sables-de-la-mere-poulard;Les Sablés de La Mère Poulard;La Mère Poulard;Noz;e;Biscuits;France;2114.0;22.8;69.5;25.1;;6.4;0.25;;;1493539304
3472860003496;http://world-fr.openfoodfacts.org/produit/3472860003496/les-palets-de-la-mere-poulard;Les Palets de La Mère Poulard;La Mère Poulard;Noz;e;Biscuits;France;2108.0;24.7;64.3;17.6;;6.7;0.34;;;1493538823
3472860008125;http://world-fr.openfoodfacts.org/produit/3472860008125/galettes-caramel-au-beurre-sale-mere-poulard;Galettes Caramel au Beurre Salé;Mère Poulard;;e;Biscuits;France;2088.0;22.5;68.9;23.7;;5.9;0.51;http://fr.openfoodfacts.org/images/products/347/286/000/8125/front.22.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/000/8125/front.22.200.jpg;1446033664
3472860051701;http://world-fr.openfoodfacts.org/produit/3472860051701/les-grandes-galettes-de-la-mere-poulard;Les grandes galettes de la mère Poulard;La Mère Poulard;Stockomani;e;Biscuits;France;2109.0;24.1;68.6;32.5;;4.4;0.26;http://fr.openfoodfacts.org/images/products/347/286/005/1701/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/347/286/005/1701/front.6.200.jpg;1459176860
3472860058120;http://world-fr.openfoodfacts.org/produit/3472860058120/les-galettes-caramel-de-la-mere-poulard-au-beurre-sale;Les Galettes Caramel de la Mère Poulard au Beurre Salé;La Mère Poulard;Noz;e;Biscuits;France;2088.0;22.5;68.9;23.7;;5.9;0.51;;;1510595177
3472860091882;http://world-fr.openfoodfacts.org/produit/3472860091882/les-sables-du-mont-saint-michel-la-mere-poulard;Les Sablés du Mont Saint-Michel;La Mère Poulard;Noz;e;Biscuits;France;2114.0;22.8;69.5;25.1;;6.4;0.25;;;1510595083
3472860402886;http://world-fr.openfoodfacts.org/produit/3472860402886/galettes-caramel-la-mere-poulard;Galettes Caramel;La Mère Poulard;;e;Biscuits;France;2084.0;22.5;68.9;23.7;;5.9;0.51;;;1499458645
3472860402923;http://world-fr.openfoodfacts.org/produit/3472860402923/les-galettes-caramel-au-beurre-sale-la-mere-poulard;Les Galettes Caramel au Beurre Salé;La Mère Poulard;Noz;e;Biscuits;France;2088.0;22.5;68.9;23.7;;5.9;0.51;;;1471337098
3472860403340;http://world-fr.openfoodfacts.org/produit/3472860403340/galettes-caramel-au-beurre-sale-la-mere-poulard;Galettes caramel au beurre salé;La Mère Poulard;Noz;e;Biscuits;France;2088.0;22.5;68.9;23.7;;5.9;0.51;;;1469905836
3472860403371;http://world-fr.openfoodfacts.org/produit/3472860403371/palets-citron-la-mere-poulard;Palets Citron;La Mère Poulard;Air France,Hop;d;Biscuits;France;2039.0;21.8;66.7;21.7;;6.7;0.33;;;1498847641
